item_id,item_type,source,url,author,title,content,item_pub_time,tags,cmt_cnt,fav_cnt,gmt_create,exinfo1,exinfo2
u352347-feed-35186-1-1,opinion,P2P理财,http://licai.p2peye.com/u352347/feed-35186-1-1.html,huarongziben,,"#r##n#                                            我把理财渠道分了五个等级， 金融资产的40%投在第一二个等级，包括了银行定期储蓄（这个渠道就忽略算了）、国债、货币基金、国内大型P2P前10名（或交易额超过500亿规模以上的），如红岭创投、陆金所、网信理财、铜板街，宜人贷等；金融资产的40%投在第三个等级，也就是中低风险的平台，或者有国资、上市公司、大型风投、券商金融机构背景的，例如京东金融、点融网、你我贷、当天金融、桔子理财等，基本都已完成B轮或C轮融资；金融资产的10%投在第四个等级上，基本完成A轮融资成长型平台，如爱定投、点点搜财、温商贷等，金融资产的10%投在第五等级玩玩短线，如小康资本、唐小僧、乾包网、找银子等，有选择的做短期投资赚高利，这个等级的平台都是新平台，鱼龙混珠，诈骗平台很多。股市贵金属等波动收益相当于于第三到第四等级的投资渠道#r##n#                                                        ",2016-01-09 17:56:40,,3,2,,,
u194866-feed-18011-1-1,opinion,P2P理财,http://licai.p2peye.com/u194866/feed-18011-1-1.html,无声,,"#r##n#                                            求点评。#r##n#                                                        ",2015-12-17 11:45:06,,2,0,,,
u323632-feed-8286-1-1,opinion,P2P理财,http://licai.p2peye.com/u323632/feed-8286-1-1.html,hpfqgc,,"#r##n#                                            各位前辈点评一下我的投资组合，谢谢！招财宝回款准备投以下平台：翼龙贷、365网贷、易通贷、融金所、银湖网、一起好、丁丁贷、共增加8个平台，望各位前辈给这8平台一些投资意见，再次感谢！#r##n#                                                        ",2015-11-22 23:23:26,,2,0,,,
u365886-feed-62574-1-1,opinion,P2P理财,http://licai.p2peye.com/u365886/feed-62574-1-1.html,大笨笨,,"#r##n#                                            大笨笨#r##n#                                                        ",2016-02-15 20:54:51,,2,0,,,
u358155-feed-69465-1-1,opinion,P2P理财,http://licai.p2peye.com/u358155/feed-69465-1-1.html,泛泛之辈呢,,"#r##n#                                            前不久在网贷论坛上看到一篇文章《一篇数据为你解释P2P现状》，标题就特别吸引人，也正好切中了投资人的要点，赶紧点进去看看，虽然有些说法我自己并不赞同，但是有一些还是说得很有道理的。#n#比如说，作者提出由于在去年下半年，P2P行业就有转型趋势，有些平台开始转型互联网资管，资产配置上增加基金、信托、保险、证券等类型的资产，比如陆金所。而在P2P转型资管的道路上，有少许平台在市场收益平平的情况下脱颖而出，利用结构性理财保证了产品较高的收益。确实结构性理财最近在论坛啊、媒体上都是很火的词，而我大概在去年年底的时候就开始在研究，而且文章也推荐了几个很不错的结构性理财产品，不管怎么说，还是要多尝试尝试新的模式，新的产品，推荐的不一定就是好的，反正先试试水吧，大家可以先观望一下。#r##n#                                                        ",2016-02-22 16:39:35,,2,0,,,
u123356-feed-32375-1-1,opinion,P2P理财,http://licai.p2peye.com/u123356/feed-32375-1-1.html,爱笑的冰火鱼,,"#r##n#                                            羿飞哥真是牛人啊#r##n#                                                                ",2016-01-06 15:08:33,,1,1,,,
u154812-feed-7548-1-1,opinion,P2P理财,http://licai.p2peye.com/u154812/feed-7548-1-1.html,不知魏晋,,"#r##n#                                            新增合拍贷、网信理财、网利宝，真是么么哒！！！！#r##n#                                                        ",2015-11-18 10:45:32,,1,1,,,
u315192-feed-382-1-1,opinion,P2P理财,http://licai.p2peye.com/u315192/feed-382-1-1.html,刀羊大叔,,"#r##n#                                            一直有关注网贷，股灾后，陆续把资金转移到P2P上，我选择平台主要是看中安全性，人人贷、投哪网、小牛在线、积木都是业内知名度较高的平台，收益虽然不算高，安全性肯定没问题，当然如果在保障安全的前提下能有更高的收益就更好了。资本在线我认为是一家“小而美”的平台，试着投了半年多，感觉还不错。#r##n#                                                        ",2015-10-27 10:07:44,,1,1,,,
u79686-feed-53080-1-1,opinion,P2P理财,http://licai.p2peye.com/u79686/feed-53080-1-1.html,xugmbh,,"#r##n#                                            去年底投了几个高息平台，茶金所中雷，我是1万以下的小户平台给清了，第一个中雷后本息都拿回的平台。三农资本损失近2千，有3个高返现平台各投1万，提现后不到半个月都出事。不敢投太高息的了。还是稳定投评级靠前的知名大平台，高息就是高风险。#r##n#                                                        ",2016-01-31 19:35:38,,2,0,,,
u335549-feed-23643-1-1,opinion,P2P理财,http://licai.p2peye.com/u335549/feed-23643-1-1.html,xinbang,,"#r##n#                                            新投了活期理财基金，年前指的是元旦还是农历新年？#r##n#                                                        ",2015-12-25 19:12:27,,2,0,,,
u208699-feed-73861-1-1,opinion,P2P理财,http://licai.p2peye.com/u208699/feed-73861-1-1.html,luo1chun2mei3,,"#r##n#                                            2016年我该往哪投？#r##n#                                                        ",2016-02-25 18:19:53,,1,1,,,
u352347-feed-46727-1-1,opinion,P2P理财,http://licai.p2peye.com/u352347/feed-46727-1-1.html,huarongziben,,"#r##n#                                            苏宁金融以7.45%的收益率拉低了整体投资收益率#r##n#                                                        ",2016-01-22 19:53:38,,1,1,,,
u36756-feed-44168-1-1,opinion,P2P理财,http://licai.p2peye.com/u36756/feed-44168-1-1.html,yunjunqin,,"#r##n#                                            我的投资组合，大家多多指教#r##n#                                                        ",2016-01-19 09:55:26,,1,1,,,
u122924-feed-3719-1-1,opinion,P2P理财,http://licai.p2peye.com/u122924/feed-3719-1-1.html,zlg402,,"#r##n#                                              骗人投资说返现，投资后就没拉黑了此人 QQ号：544056347  #n#推荐注册宏量财富的用户名：air123#n#希望骗子全家出门被撞死，天天接受老子的诅咒吧，#n#另外，投资一定要找诚信的投资返现群，#r##n#                                                        ",2015-11-05 12:06:58,,2,0,,,
u169528-feed-1809-1-1,opinion,P2P理财,http://licai.p2peye.com/u169528/feed-1809-1-1.html,magicfish007,,"#r##n#                                            没有踩过雷的人，不足以谈网贷投资心得。#r##n#                                                        ",2015-10-30 10:53:30,,2,1,,,
u262517-feed-75136-1-1,opinion,P2P理财,http://licai.p2peye.com/u262517/feed-75136-1-1.html,Alanfsj,,"#r##n#                                            大家觉得 恒信易贷  如何？观察中，，，#r##n#                                                        ",2016-02-26 18:16:39,,1,1,,,
u204768-feed-8050-1-1,opinion,P2P理财,http://licai.p2peye.com/u204768/feed-8050-1-1.html,从此肆无忌惮,,"#r##n#                                            记了一些主要的平台，投了点小钱，理财是一个过程，先要有这个理念，慢慢的形成财富的积累#r##n#                                                        ",2015-11-20 11:34:53,,2,0,,,
u352347-feed-43795-1-1,opinion,P2P理财,http://licai.p2peye.com/u352347/feed-43795-1-1.html,huarongziben,,"#r##n#                                            目前汇付托管的雷了15家，加上其他第三方托管已有54家#r##n#                                                        ",2016-01-18 19:22:40,,3,0,,,
u358103-feed-44415-1-1,opinion,P2P理财,http://licai.p2peye.com/u358103/feed-44415-1-1.html,海涛-佩,,"#r##n#                                            10年开始玩网贷。还好没中过雷！#n#钱要分散投。平台要考察。特别是经得住考验的平台。运营时间较久的。运营两到三年的平台最好！#r##n#                                                        ",2016-01-19 14:20:53,,1,1,,,
u210588-feed-45945-1-1,opinion,P2P理财,http://licai.p2peye.com/u210588/feed-45945-1-1.html,xingyuehaofan,,"#r##n#                                            年底了.不要投小平台了.尽量投点短期的,随时准备撤出战斗.明年继续#r##n#                                                        ",2016-01-21 17:00:22,,1,1,,,
u359412-feed-46370-1-1,opinion,P2P理财,http://licai.p2peye.com/u359412/feed-46370-1-1.html,拔了毛的鹰,,"#r##n#                                            人人为我，我为人人！第一次分享经验！求交流。。。。。#r##n#                                                        ",2016-01-22 11:09:07,,1,2,,,
u204764-feed-8995-1-1,opinion,P2P理财,http://licai.p2peye.com/u204764/feed-8995-1-1.html,城市户口,,"#r##n#                                            刚刚看社区，我的投资组合在帖子里竟然被提到了！我是比较看重收益的#r##n#                                                        ",2015-11-27 15:51:10,,2,1,,,
u210588-feed-6954-1-1,opinion,P2P理财,http://licai.p2peye.com/u210588/feed-6954-1-1.html,xingyuehaofan,,"#r##n#                                            因为信任,所以简单#r##n#                                                        ",2015-11-13 19:50:07,,2,1,,,
u262517-feed-10025-1-1,opinion,P2P理财,http://licai.p2peye.com/u262517/feed-10025-1-1.html,Alanfsj,,"#r##n#                                            抱财网 可靠么？准备加仓抱财网可以么？#r##n#                                                        ",2015-12-03 11:22:14,,2,1,,,
u204688-feed-9007-1-1,opinion,P2P理财,http://licai.p2peye.com/u204688/feed-9007-1-1.html,全城通缉帅哥,,"#r##n#                                            比较喜欢投资一个月以内的标#r##n#                                                        ",2015-11-27 16:46:08,,3,0,,,
u317384-feed-2097-1-1,opinion,P2P理财,http://licai.p2peye.com/u317384/feed-2097-1-1.html,安得米,,"#r##n#                                            东吴在线无耻的平台，各种修改活动规则，绑定手机无法修改解绑，银行卡也是！无耻之尤！#r##n#                                                        ",2015-10-31 08:19:24,,2,1,,,
u351975-feed-39754-1-1,opinion,P2P理财,http://licai.p2peye.com/u351975/feed-39754-1-1.html,zhuxd123,,"#r##n#                                            试水投了几个车贷平台。准备过冬。#r##n#                                                        ",2016-01-14 09:57:44,,2,1,,,
u262517-feed-8239-1-1,opinion,P2P理财,http://licai.p2peye.com/u262517/feed-8239-1-1.html,Alanfsj,,"#r##n#                                            哪些平台可以用作过冬？#r##n#                                                        ",2015-11-21 23:06:46,,2,1,,,
u264005-feed-3978-1-1,opinion,P2P理财,http://licai.p2peye.com/u264005/feed-3978-1-1.html,lkr1234,,"#r##n#                                            就这样，完事#r##n#                                                        ",2015-11-05 20:12:34,,2,0,,,
u355606-feed-56082-1-1,opinion,P2P理财,http://licai.p2peye.com/u355606/feed-56082-1-1.html,苏格兰没有底,,"#r##n#                                            有一句话说得好：车道山前必有路，船到桥头自然直~#n##n#2015年对我来说，简直就是一个惊天噩梦。2015年初的时候，周围的人，都在炒股，他们赚了很多钱。其实一开始我是拒绝的，因为这么多年的积蓄我都老老实实存在银行里面，听他们一说，从此就走上了不归之路，刚开始赚了一些，慢慢就加码，满仓的时候最多80万。我以为我就要走向巅峰，发财之路就会越来越好，可结果呢、股市慢慢的下跌，我又舍不得割肉，其他很多方面也需要钱，到年底的时候亏了30多万。不得已，只好逃离股市吧。#n##n#亏了这么多钱，相信每个人心里都有不甘心，我当然也是不例外，于是开始找寻新的投资理财方法。偶然的一天，朋友给我介绍了买理财产品，我开始半信半疑，买了一点，慢慢就自己熟悉了，然后就是熟悉了一部分，觉得还不错的样子。#n##n#下面是我各大平台都买了一点，大伙儿给点意见看看，希望能赚点过年钱，回家过年，2016年、路漫漫其修远兮~#r##n#                                                        ",2016-02-04 16:46:55,,3,0,,,
u204768-feed-46685-1-1,opinion,P2P理财,http://licai.p2peye.com/u204768/feed-46685-1-1.html,从此肆无忌惮,,"#r##n#                                            我现在少量持有银豆网、投哪网、365易贷，刚刚进来看到P2P理财改版了，改的挺高大上的，信息聚合挺多的，加息特权平台也挺多了#r##n#                                                        ",2016-01-22 18:25:43,,1,2,,,
u353956-feed-37983-1-1,opinion,P2P理财,http://licai.p2peye.com/u353956/feed-37983-1-1.html,yfc0720,,"#r##n#                                            新手小白，爱投资是接触了大半年啦，其他都是先试试#r##n#                                                        ",2016-01-12 16:05:20,,3,0,,,
u327988-feed-64618-1-1,opinion,P2P理财,http://licai.p2peye.com/u327988/feed-64618-1-1.html,TheirOidol,,"#r##n#                                            请各位投友给点建议！#r##n#                                                        ",2016-02-17 22:06:32,,2,1,,,
u318534-feed-7297-1-1,opinion,P2P理财,http://licai.p2peye.com/u318534/feed-7297-1-1.html,fandandan,,"#r##n#                                            最近一直在鼓捣各种各样的平台，看看成果吧#r##n#                                                        ",2015-11-16 17:00:38,,2,0,,,
u4393-feed-69206-1-1,opinion,P2P理财,http://licai.p2peye.com/u4393/feed-69206-1-1.html,lmumuzi,,"#r##n#                                            没什么好说的，鉴别靠自己，曾经也踩雷3个！说多了都是泪！！#r##n#                                                        ",2016-02-22 13:54:11,,2,1,,,
u111719-feed-9338-1-1,opinion,P2P理财,http://licai.p2peye.com/u111719/feed-9338-1-1.html,mori0915,,"#r##n#                                            投错标了#r##n#                                                        ",2015-12-01 14:44:10,,2,1,,,
u210588-feed-4970-1-1,opinion,P2P理财,http://licai.p2peye.com/u210588/feed-4970-1-1.html,xingyuehaofan,,"#r##n#                                            只投安全平台.稳稳地赚钱#r##n#                                                        ",2015-11-09 16:18:48,,3,0,,,
u312651-feed-639-1-1,opinion,P2P理财,http://licai.p2peye.com/u312651/feed-639-1-1.html,wei88128,,"#r##n#                                            坎坎坷坷这一年 股票没了2万多 停牌出来就6个板 后来接触到p2p理财 线下的我钱太少 人家也看不上 线上的还不错 因为之前玩股票 太激进 现在理财也变得保守了点。分析了好多网站 从天眼从小白变成了大白 慢慢也了解了怎么判断平台 看到这么高的收益我心也犹豫 #n#后来 还是觉得鸡蛋不能放在一个篮子里 正好又一次看到网贷基金这个名词 就进去了解了下。觉得这个模式不错 分散性投资 而且貌似比较透明 其实 最重要的是收益率高 而且还活期 果断小试牛刀 刚刚投资了几千款 #n#目前我投资的三个平台 米袋 星火 银多在论坛看还没有负面评论 心里安心了不少 在天眼交流群讨论下 大家也都说还可以 活期的 在这里写点心得 看平台首#n#1看备案 #n#2看时间（开的时间）#n#3创始人背景 #n#4 看大客户提现 （可以装做大客户给客服打电话试探）#n#5看活动（活动一旦涉及提现要小心）#n#6在贷出去论坛交流群多问 #n#7看公司主营业务经营业务（比如 车贷 信用贷 抵押贷 基金） #n#这几点 写下来 与诸位共勉#r##n#                                                        ",2015-10-27 17:49:03,,1,2,,,
u340441-feed-24922-1-1,opinion,P2P理财,http://licai.p2peye.com/u340441/feed-24922-1-1.html,m61722151,,"#r##n#                                            感谢天眼，这么好的平台。#r##n#                                                        ",2015-12-28 09:59:58,,1,2,,,
u318736-feed-3696-1-1,opinion,P2P理财,http://licai.p2peye.com/u318736/feed-3696-1-1.html,dgj19920402,,"#r##n#                                            钱比较少#r##n#                                                        ",2015-11-05 11:13:47,,2,1,,,
u262517-feed-12679-1-1,opinion,P2P理财,http://licai.p2peye.com/u262517/feed-12679-1-1.html,Alanfsj,,"#r##n#                                            大家对各平台有什么见解？#r##n#                                                        ",2015-12-08 15:30:42,,1,2,,,
u262517-feed-43895-1-1,opinion,P2P理财,http://licai.p2peye.com/u262517/feed-43895-1-1.html,Alanfsj,,"#r##n#                                            近期想增持投复利和丁丁贷，，大家怎么看？#r##n#                                                        ",2016-01-18 20:31:31,,2,1,,,
u191393-feed-34449-1-1,opinion,P2P理财,http://licai.p2peye.com/u191393/feed-34449-1-1.html,cdcard,,"#r##n#                                            交流#r##n#                                                        ",2016-01-08 19:40:13,,1,2,,,
u27181-feed-58473-1-1,opinion,P2P理财,http://licai.p2peye.com/u27181/feed-58473-1-1.html,tuboshenying,,"#r##n#                                            很多人说我是作死的节奏，是的，我也觉得365易贷的仓位太重，可是我的流动性强啊，基本都是净值标，一有风吹草动，谁有我跑得快#r##n#                                                        ",2016-02-08 10:57:29,,3,0,,,
u270583-feed-129-1-1,opinion,P2P理财,http://licai.p2peye.com/u270583/feed-129-1-1.html,jin6125,,"#r##n#                                            我的组合，给个意见#r##n#                                                        ",2015-10-26 11:09:24,,1,2,,,
u50591-feed-33685-1-1,opinion,P2P理财,http://licai.p2peye.com/u50591/feed-33685-1-1.html,jays051,,"#r##n#                                            请大家查一查！#r##n#                                                        ",2016-01-07 22:19:53,,3,0,,,
u358155-feed-62369-1-1,opinion,P2P理财,http://licai.p2peye.com/u358155/feed-62369-1-1.html,泛泛之辈呢,,"#r##n#                                              现在不得不感叹一声：这个年总算是顺利度过了，回想2015年，泛亚金属、国湘资本、808，一雷胜一雷，最终还以E租宝这枚原子弹爆炸收尾，你说心酸不心酸，这就更要我们在投资的时候必须擦亮双眼，以免中雷啊。#n#  然而大部分人都认为高息不能碰！到底多高算是高息呢，之前看到一篇文章“2016开年整理，年化多少算高息？”中就提到市场上的高息应该是在12-18%间，18%以上的高息恐怕是不保险的咯，然而达到18%的高息中，大多都是期限半年以上的定期产品。长定期产品在目前民心不稳的情势下，并不受人待见。只有少部分结构型理财当中，才有年化较高的短定期产品。#n#  总的来说，每位投资人的看法和追求可能有所不同，但是不追求高息是很契合我本人的投资实际情况的，我买的都是比较稳的，收益在10%左右徘徊，比如有利网、真融宝之类的，只有懒财主的结构性理财产品懒定制预期年化是18%，因为我坚信的只有一点：安全是第一要素，所以2016年投资还是要以安全为出发点。#r##n#                                                        ",2016-02-15 16:39:35,,3,0,,,
u111719-feed-4475-1-1,opinion,P2P理财,http://licai.p2peye.com/u111719/feed-4475-1-1.html,mori0915,,"#r##n#                                            年底资金回撤  大额资金回笼 小额投吧#r##n#                                                        ",2015-11-07 12:10:14,,2,1,,,
u320858-feed-36277-1-1,opinion,P2P理财,http://licai.p2peye.com/u320858/feed-36277-1-1.html,yogaqq116,,"#r##n#                                            安全好收益，组合过冬待来年#r##n#                                                        ",2016-01-10 22:22:16,,2,1,,,
u316838-feed-6035-1-1,opinion,P2P理财,http://licai.p2peye.com/u316838/feed-6035-1-1.html,guimu001,,"#r##n#                                            网贷新手，接触网贷三个月，没有什么经验可以讲，大家互相交流交流#r##n#                                                        ",2015-11-11 19:23:39,,3,0,,,
u201078-feed-8341-1-1,opinion,P2P理财,http://licai.p2peye.com/u201078/feed-8341-1-1.html,三体世界,,"#r##n#                                            在这个雷声不断，利息越来越低的大环境下，还是找一些大平台投吧，还有就是投投友圈吧，乐投宝这个活期感觉还不错！！！#r##n#                                                        ",2015-11-23 12:14:21,,2,1,,,
u45670-feed-4766-1-1,opinion,P2P理财,http://licai.p2peye.com/u45670/feed-4766-1-1.html,水自闲,,"#r##n#                                            P2P行业发展至今，虽已有逐渐成熟规范的趋势，但一直以 来问题平台还是层出不穷。近日，中国人民银行金融研究所所长姚余栋在出席活动时表示，P2P就是共享金融，是类银行的投行，某种意义上代表了金融的一种未 来。他指出，到2020年，P2P可能会有8万亿的贷款余额，今年年末会达到4000亿，2020年“十三五”结束达到1万亿，未来五年会有爆炸性增长。#n#    在风险控制中，如果资金不是很多，P2P提供了一种理财方式。互联网会彻底改变我们的生活 ，同是也会改变我们原先陈旧的观念。#r##n#                                                        ",2015-11-08 22:56:31,,2,1,,,
u224288-feed-2080-1-1,opinion,P2P理财,http://licai.p2peye.com/u224288/feed-2080-1-1.html,liyong1985,,"#r##n#                                            我投资网贷时间始于2014年12月，投资的第一平台是有利网。选择这个平台的原因是因为当时觉得平台高管的金融背景比较强，现在回想起来，当时的自己的投资心态就像赌博一样，没有自己选择平台一套理论，更没有任何风险意识。在之后慢慢接触更多的网贷平台的同时，也发现了网贷之家，这里要好好感谢网贷之家，通过之家我学到很多关于网贷的知识，关于如何挑选平台，如何做好平台数据监控以防止平台经营不善倒闭，等等。#n#现在说说我的投平台的思路，#n#1.P2P的投资额占到我总可用投资额的40%#n#2.P2P平台分布，按年化收益率组合（10%+12%+15%）#n#3.年化收益率10-11%平台：搜易贷，挖财#n#  年化收益率12-13%平台：爱钱进，投哪网#n#年化收益率14-15%平台：拍怕贷，金元宝，钱多多#r##n#                                                        ",2015-10-31 01:02:04,,2,1,,,
u254813-feed-1446-1-1,opinion,P2P理财,http://licai.p2peye.com/u254813/feed-1446-1-1.html,dinglijie,,"#r##n#                                            分享下我的“投资组合”大家看看喽<#r##n#                                                        ",2015-10-29 11:55:16,,2,1,,,
u315418-feed-3009-1-1,opinion,P2P理财,http://licai.p2peye.com/u315418/feed-3009-1-1.html,无敌小叶子,,"#r##n#                                            安全，可靠，值得信赖！#r##n#                                                        ",2015-11-03 14:48:29,,2,1,,,
u270034-feed-12865-1-1,opinion,P2P理财,http://licai.p2peye.com/u270034/feed-12865-1-1.html,spirit_hsz,,"#r##n#                                            利率突破20%了，不能再撸羊毛了，太可怕了......#r##n#                                                        ",2015-12-08 22:12:26,,1,0,,,
u320414-feed-29252-1-1,opinion,P2P理财,http://licai.p2peye.com/u320414/feed-29252-1-1.html,em810539,,"#r##n#                                            别再让我雷！！！#r##n#                                                        ",2016-01-03 09:40:29,,1,0,,,
u308445-feed-3267-1-1,opinion,P2P理财,http://licai.p2peye.com/u308445/feed-3267-1-1.html,彼岸蔷薇,,"#r##n#                                            投资了祁商创富（利率：8%-24%） 房贷   车贷   个人信用贷   债权流转   票据抵押  4200元，经常会有针对老客户回馈推出年化24%的新平台上线，比较受欢迎，但因为是新平台，满标的时间稍微有点长，总体还是不错的#r##n#                                                        ",2015-11-04 10:02:50,,3,0,,,
u292280-feed-9147-1-1,opinion,P2P理财,http://licai.p2peye.com/u292280/feed-9147-1-1.html,ddcr,,"#r##n#                                            有定期和活期的，自己在恒昌财富上班，对于公司线上平台以及公司的风控还是很放心的#r##n#                                                        ",2015-11-30 12:58:08,,1,2,,,
u210588-feed-4019-1-1,opinion,P2P理财,http://licai.p2peye.com/u210588/feed-4019-1-1.html,xingyuehaofan,,"#r##n#                                            一直在努力.从来未中雷.#n#宁愿选择适合谨慎,也不中雷后到处追债给自己制造麻烦#r##n#                                                        ",2015-11-05 23:00:11,,1,2,,,
u307975-feed-9025-1-1,opinion,P2P理财,http://licai.p2peye.com/u307975/feed-9025-1-1.html,xiaochun888,,"#r##n#                                            经过多方考察，这些平台收益高，风险有保证。#r##n#                                                        ",2015-11-27 18:42:08,,1,0,,,
u262517-feed-23757-1-1,opinion,P2P理财,http://licai.p2peye.com/u262517/feed-23757-1-1.html,Alanfsj,,"#r##n#                                            大家看看这个分散如何？谢谢！#r##n#                                                        ",2015-12-26 07:16:31,,2,1,,,
u336411-feed-19011-1-1,opinion,P2P理财,http://licai.p2peye.com/u336411/feed-19011-1-1.html,gwtzxy,,"#r##n#                                            分享投资记录，红包拿来！嘿嘿！#r##n#                                                        ",2015-12-18 17:57:06,,1,0,,,
u315154-feed-7755-1-1,opinion,P2P理财,http://licai.p2peye.com/u315154/feed-7755-1-1.html,美女也爱投资,,"#r##n#                                            又来光顾铜掌柜了！#r##n#                                                        ",2015-11-19 09:32:00,,1,0,,,
u27181-feed-56141-1-1,opinion,P2P理财,http://licai.p2peye.com/u27181/feed-56141-1-1.html,tuboshenying,,"#r##n#                                            都跟我说分散，可我哪敢分散#r##n#                                                        ",2016-02-04 17:47:57,,1,0,,,
u27181-feed-76618-1-1,opinion,P2P理财,http://licai.p2peye.com/u27181/feed-76618-1-1.html,tuboshenying,,"#r##n#                                            看看我的组合，欢迎评价#r##n#                                                        ",2016-02-28 13:21:03,,1,0,,,
u321893-feed-48207-1-1,opinion,P2P理财,http://licai.p2peye.com/u321893/feed-48207-1-1.html,clpp2015,,"#r##n#                                            人人为我！我为人人！#n##r##n#                                                        ",2016-01-24 14:44:11,,1,0,,,
u355606-feed-63421-1-1,opinion,P2P理财,http://licai.p2peye.com/u355606/feed-63421-1-1.html,苏格兰没有底,,"#r##n#                                            投资互联网金融快一年了，选了很多投资平台，如懒财主、PP基金、你我贷、钱多多、火球、米袋、乐投宝、真融宝、桔子理财、贝米钱包、小金理财，还有很多。很幸运一直没中雷，主要是通过第三方平台发布的各种融资信息去选择平台投资。#n##n#网贷天眼也是我接触不久的一个信息平台，非常好，大伙儿都分享投资经验，以及各自投资理财的组合，给大家提供了参考信息，希望越来越好。也希望平台能增加一些可供查询的融资平台，如:哪些得到了上市公司、国资、vc等风投注资。让大家来选择投资，少走弯路！#n##n#我投资主要是分散性投资，选择了很多个平台，每个平台多多少少投了一部分，分享一下我投资的理财平台，大家看看，给点意见。猴年一起发大财~ #r##n#                                                        ",2016-02-16 18:20:04,,2,1,,,
u347276-feed-26705-1-1,opinion,P2P理财,http://licai.p2peye.com/u347276/feed-26705-1-1.html,马拉隔壁,,"#r##n#                                            看到细则的我眼泪掉下来，虽然使行业更规范，但是我的收益是越来越降，雷声不断一直是与我无关，因为我从来不冒险#r##n#                                                        ",2015-12-30 11:01:24,,1,0,,,
u315661-feed-596-1-1,opinion,P2P理财,http://licai.p2peye.com/u315661/feed-596-1-1.html,1638103647,,"#r##n#                                            怎么说呢，刚进入网贷不不久，纯粹的家庭主妇。银行利率总是走低，实在是没办法了。老公炒股，我在姐妹的建议下开始投资网贷。现在重仓和信贷，主要是觉得这家平台的信息披露不错，我关注了天眼评级，和信贷排名靠前哦。付融宝嘛，就是薅羊毛啊，注册进去，五十块钱新手红包，好爽呢。投的是新手标，保理项目。算上奖励，年化到16%啦。棒棒哒。每天计算着自己的收益，又可以加餐啦。#r##n#                                                        ",2015-10-27 16:18:50,,0,1,,,
u210588-feed-20314-1-1,opinion,P2P理财,http://licai.p2peye.com/u210588/feed-20314-1-1.html,xingyuehaofan,,"#r##n#                                            年底了,大家注意远离小平台.#r##n#                                                        ",2015-12-21 11:34:50,,1,0,,,
u318534-feed-21342-1-1,opinion,P2P理财,http://licai.p2peye.com/u318534/feed-21342-1-1.html,fandandan,,"#r##n#                                            365易贷如期还款了，本来打算撤离了，现在改变主意了，再坚持一段时间吧！#r##n#                                                        ",2015-12-22 21:02:39,,0,1,,,
u322974-feed-7505-1-1,opinion,P2P理财,http://licai.p2peye.com/u322974/feed-7505-1-1.html,hzcw,,"#r##n#                                            11111#r##n#                                                        ",2015-11-17 19:50:57,,1,0,,,
u338225-feed-39758-1-1,opinion,P2P理财,http://licai.p2peye.com/u338225/feed-39758-1-1.html,3117318587,,"#r##n#                                            爱钱帮收了一笔账 平台不错给大家分享下#r##n#                                                        ",2016-01-14 10:06:30,,1,0,,,
u268274-feed-1813-1-1,opinion,P2P理财,http://licai.p2peye.com/u268274/feed-1813-1-1.html,yangxiao3377,,"#r##n#                                            投米网又发代金券了，有券收益就还可以接受。一直喜欢投米网项目到期后回款自动汇入绑定银行卡内，无提现手续费，免除用户操作，减少资金站岗时间。不绑架用户续投，来去自由。代金券也是随机发送无任何领取条件。平台背景宜信也具有公信力，投资风险系数小，适合追求安全的投资人。经验分享，欢迎点评！#r##n#                                                        ",2015-10-30 11:23:33,,1,1,,,
u111719-feed-10077-1-1,opinion,P2P理财,http://licai.p2peye.com/u111719/feed-10077-1-1.html,mori0915,,"#r##n#                                            果树财富  加点仓#r##n#                                                        ",2015-12-03 12:45:11,,1,0,,,
u349823-feed-44117-1-1,opinion,P2P理财,http://licai.p2peye.com/u349823/feed-44117-1-1.html,oooiiiooo,,"#r##n#                                            专注供应链，应收账款，投资实体经济，拒绝假大空#r##n#                                                        ",2016-01-19 09:07:09,,1,0,,,
u320414-feed-29258-1-1,opinion,P2P理财,http://licai.p2peye.com/u320414/feed-29258-1-1.html,em810539,,"#r##n#                                            别再遇到雷。#r##n#                                                        ",2016-01-03 09:51:09,,1,0,,,
u315441-feed-44380-1-1,opinion,P2P理财,http://licai.p2peye.com/u315441/feed-44380-1-1.html,13910469144,,"#r##n#                                            和大家分享我的投资组合，请大家多指教#r##n#                                                        ",2016-01-19 13:20:17,,1,0,,,
u210588-feed-72472-1-1,opinion,P2P理财,http://licai.p2peye.com/u210588/feed-72472-1-1.html,xingyuehaofan,,"#r##n#                                            只要跑得比平台快,投什么都安全#r##n#                                                        ",2016-02-24 16:34:09,,2,0,,,
